,team,state,count
695,Los Angeles Lakers,North Carolina,4
696,Los Angeles Lakers,North Dakota,0
697,Los Angeles Lakers,Ohio,1
698,Los Angeles Lakers,Oklahoma,4
699,Los Angeles Lakers,Oregon,1
700,Los Angeles Lakers,Other,151
701,Los Angeles Lakers,Pennsylvania,4
702,Los Angeles Lakers,Rhode Island,0
703,Los Angeles Lakers,South Carolina,2
704,Los Angeles Lakers,South Dakota,0
705,Los Angeles Lakers,Tennessee,1
706,Los Angeles Lakers,Texas,8
707,Los Angeles Lakers,Utah,1
708,Los Angeles Lakers,Vermont,1
709,Los Angeles Lakers,Virginia,3
710,Los Angeles Lakers,Washington,6
711,Los Angeles Lakers,West Virginia,2
712,Los Angeles Lakers,Wisconsin,0
713,Los Angeles Lakers,Wyoming,0
714,Memphis Grizzlies,Alabama,0
715,Memphis Grizzlies,Alaska,0
716,Memphis Grizzlies,Arizona,0
717,Memphis Grizzlies,Arkansas,4
718,Memphis Grizzlies,California,2
719,Memphis Grizzlies,Colorado,0
720,Memphis Grizzlies,Connecticut,0
721,Memphis Grizzlies,Delaware,0
722,Memphis Grizzlies,Florida,2
723,Memphis Grizzlies,Georgia,0
724,Memphis Grizzlies,Hawaii,0
725,Memphis Grizzlies,Idaho,0
726,Memphis Grizzlies,Illinois,0
727,Memphis Grizzlies,Indiana,1
728,Memphis Grizzlies,Iowa,1
729,Memphis Grizzlies,Kansas,0
730,Memphis Grizzlies,Kentucky,0
731,Memphis Grizzlies,Louisiana,0
732,Memphis Grizzlies,Maine,0
733,Memphis Grizzlies,Maryland,1
734,Memphis Grizzlies,Massachusetts,1
735,Memphis Grizzlies,Michigan,0
736,Memphis Grizzlies,Minnesota,0
737,Memphis Grizzlies,Mississippi,4
738,Memphis Grizzlies,Missouri,0
739,Memphis Grizzlies,Montana,0
740,Memphis Grizzlies,Nebraska,0
741,Memphis Grizzlies,Nevada,0
742,Memphis Grizzlies,New Hampshire,0
743,Memphis Grizzlies,New Jersey,2
744,Memphis Grizzlies,New Mexico,0
